Datetime,Datetime,RemainingSimulationTimeMetric,WillFinishTooSoonContext,ETPercentile,SimulationLeftNumber,MinimumCoresContext,SimulationElapsedTime,NotFinishedOnTime,MinimumCores,TotalCores,NotFinishedOnTimeContext,NotFinished,EstimatedRemainingTimeContext
1612936194,1612936194,,,,,,,,,,,,4382.625
1612936204,1612936204,,2483.1,,,,,2005.5,,,2005.5,2005.5,
1612936212,1612936212,5958,,87,805,,1242,,,7,,,
1612936215,1612936215,,,,,30,,,30,,,,
1612936224,1612936224,,,,,,,,,,,,4377.1875
1612936234,1612936234,,2496.225,,,,,2024.625,,,2024.625,2024.625,
1612936242,1612936242,5928,,87,802,,1272,,,7,,,
1612936245,1612936245,,,,,30,,,30,,,,
1612936254,1612936254,,,,,,,,,,,,4360.875
1612936264,1612936264,,2514.7875,,,,,2049.1875,,,2049.1875,2049.1875,
1612936272,1612936272,5898,,87,799,,1302,,,7,,,
1612936275,1612936275,,,,,31,,,31,,,,
1612936284,1612936284,,,,,,,,,,,,4344.5625
1612936294,1612936294,,2522.475,,,,,2062.875,,,2062.875,2062.875,
1612936302,1612936302,5868,,87,798,,1332,,,7,,,
1612936305,1612936305,,,,,31,,,31,,,,
1612936314,1612936314,,,,,,,,,,,,4339.125
1612936324,1612936324,,2530.1625,,,,,2076.5625,,,2076.5625,2076.5625,
1612936332,1612936332,5838,,88,796,,1362,,,7,,,
1612936335,1612936335,,,,,32,,,32,,,,
1612936344,1612936344,,,,,,,,,,,,4378
1612936354,1612936354,,2548.725,,,,,2101.125,,,2101.125,2101.125,
1612936362,1612936362,5808,,87,792,,1392,,,7,,,
1612936365,1612936365,,,,,32,,,32,,,,
1612936374,1612936374,,,,,,,,,,,,4306.5
1612936384,1612936384,,2611.6,,,,,2170,,,2170,2170,
1612936392,1612936392,5778,,87,791,,1422,,,7,,,
1612936395,1612936395,,,,,32,,,32,,,,
1612936404,1612936404,,,,,,,,,,,,4301.0625
1612936414,1612936414,,2564.1,,,,,2128.5,,,2128.5,2128.5,
1612936422,1612936422,5748,,88,789,,1452,,,7,,,
1612936425,1612936425,,,,,33,,,33,,,,
1612936434,1612936434,,,,,,,,,,,,4339.5
1612936444,1612936444,,2582.6625,,,,,2153.0625,,,2153.0625,2153.0625,
1612936452,1612936452,5717,,85,781,,1483,,,7,,,
1612936455,1612936455,,,,,32,,,32,,,,
1612936464,1612936464,,,,,,,,,,,,4149.0625
1612936474,1612936474,,2645.9,,,,,2222.5,,,2222.5,2222.5,
1612936482,1612936482,5688,,85,780,,1512,,,7,,,
1612936485,1612936485,,,,,33,,,33,,,,
1612936494,1612936494,,,,,,,,,,,,4143.75
1612936504,1612936504,,2478.6625,,,,,2061.0625,,,2061.0625,2061.0625,
1612936512,1612936512,5658,,85,779,,1542,,,7,,,
1612936515,1612936515,,,,,33,,,33,,,,
1612936524,1612936524,,,,,,,,,,,,4138.4375
1612936534,1612936534,,2497.35,,,,,2085.75,,,2085.75,2085.75,
1612936542,1612936542,5628,,85,774,,1572,,,7,,,
1612936545,1612936545,,,,,33,,,33,,,,
1612936554,1612936554,,,,,,,,,,,,4111.875
1612936564,1612936564,,2516.0375,,,,,2110.4375,,,2110.4375,2110.4375,
1612936572,1612936572,5598,,85,773,,1602,,,7,,,
1612936575,1612936575,,,,,34,,,34,,,,
1612936584,1612936584,,,,,,,,,,,,4106.5625
1612936594,1612936594,,2513.475,,,,,2113.875,,,2113.875,2113.875,
1612936602,1612936602,5568,,85,772,,1632,,,7,,,
1612936605,1612936605,,,,,34,,,34,,,,
1612936614,1612936614,,,,,,,,,,,,4101.25
1612936624,1612936624,,2532.1625,,,,,2138.5625,,,2138.5625,2138.5625,
1612936632,1612936632,5537,,85,767,,1663,,,7,,,
1612936635,1612936635,,,,,34,,,34,,,,
1612936644,1612936644,,,,,,,,,,,,4074.6875
1612936654,1612936654,,2551.65,,,,,2164.25,,,2164.25,2164.25,
1612936662,1612936662,5508,,85,766,,1692,,,7,,,
1612936665,1612936665,,,,,35,,,35,,,,
1612936674,1612936674,,,,,,,,,,,,4069.375
1612936684,1612936684,,2548.2875,,,,,2166.6875,,,2166.6875,2166.6875,
1612936692,1612936692,5478,,85,765,,1722,,,7,,,
1612936695,1612936695,,,,,35,,,35,,,,
1612936704,1612936704,,,,,,,,,,,,4064.0625
1612936714,1612936714,,2566.975,,,,,2191.375,,,2191.375,2191.375,
1612936722,1612936722,5448,,85,762,,1752,,,7,,,
1612936725,1612936725,,,,,35,,,35,,,,
1612936734,1612936734,,,,,,,,,,,,4048.125
1612936744,1612936744,,2585.6625,,,,,2216.0625,,,2216.0625,2216.0625,
1612936752,1612936752,5418,,85,759,,1782,,,7,,,
1612936755,1612936755,,,,,37,,,37,,,,
1612936764,1612936764,,,,,,,,,,,,4032.1875
1612936774,1612936774,,2593.725,,,,,2230.125,,,2230.125,2230.125,
1612936782,1612936782,5388,,86,758,,1812,,,7,,,
1612936785,1612936785,,,,,37,,,37,,,,
1612936794,1612936794,,,,,,,,,,,,4074.25
1612936804,1612936804,,2601.7875,,,,,2244.1875,,,2244.1875,2244.1875,
1612936812,1612936812,5358,,84,749,,1842,,,7,,,
1612936815,1612936815,,,,,36,,,36,,,,
1612936824,1612936824,,,,,,,,,,,,3932.25
1612936834,1612936834,,2667.85,,,,,2316.25,,,2316.25,2316.25,
1612936842,1612936842,5328,,84,747,,1872,,,7,,,
1612936845,1612936845,,,,,38,,,38,,,,
1612936854,1612936854,,,,,,,,,,,,3921.75
1612936864,1612936864,,2549.85,,,,,2204.25,,,2204.25,2204.25,
1612936872,1612936872,5298,,84,745,,1902,,,7,,,
1612936875,1612936875,,,,,38,,,38,,,,
1612936884,1612936884,,,,,,,,,,,,3911.25
1612936894,1612936894,,2563.35,,,,,2223.75,,,2223.75,2223.75,
1612936902,1612936902,5268,,84,743,,1932,,,7,,,
1612936905,1612936905,,,,,38,,,38,,,,
1612936914,1612936914,,,,,,,,,,,,3900.75
1612936924,1612936924,,2576.85,,,,,2243.25,,,2243.25,2243.25,
1612936932,1612936932,5237,,84,739,,1963,,,7,,,
1612936935,1612936935,,,,,39,,,39,,,,
1612936944,1612936944,,,,,,,,,,,,3879.75
1612936954,1612936954,,2591.15,,,,,2263.75,,,2263.75,2263.75,
1612936962,1612936962,5208,,84,738,,1992,,,7,,,
1612936965,1612936965,,,,,39,,,39,,,,
1612936974,1612936974,,,,,,,,,,,,3874.5
1612936984,1612936984,,2593.35,,,,,2271.75,,,2271.75,2271.75,
1612936992,1612936992,5177,,84,736,,2023,,,7,,,
1612936995,1612936995,,,,,39,,,39,,,,
1612937004,1612937004,,,,,,,,,,,,3864
1612937014,1612937014,,2612.9,,,,,2297.5,,,2297.5,2297.5,
1612937022,1612937022,5148,,84,732,,2052,,,7,,,
1612937025,1612937025,,,,,41,,,41,,,,
1612937034,1612937034,,,,,,,,,,,,3843
1612937044,1612937044,,2625.6,,,,,2316,,,2316,2316,
1612937052,1612937052,5118,,84,731,,2082,,,7,,,
1612937055,1612937055,,,,,41,,,41,,,,
1612937064,1612937064,,,,,,,,,,,,3837.75
1612937074,1612937074,,2628.6,,,,,2325,,,2325,2325,
1612937082,1612937082,5088,,84,729,,2112,,,7,,,
1612937085,1612937085,,,,,41,,,41,,,,
1612937094,1612937094,,,,,,,,,,,,3827.25
1612937104,1612937104,,2647.35,,,,,2349.75,,,2349.75,2349.75,
1612937112,1612937112,5058,,82,720,,2142,,,7,,,
1612937115,1612937115,,,,,40,,,40,,,,
1612937124,1612937124,,,,,,,,,,,,3690
1612937134,1612937134,,2660.85,,,,,2369.25,,,2369.25,2369.25,
1612937142,1612937142,5027,,82,718,,2173,,,7,,,
1612937145,1612937145,,,,,43,,,43,,,,
1612937154,1612937154,,,,,,,,,,,,3679.75
1612937164,1612937164,,2548.4,,,,,2263,,,2263,2263,
1612937172,1612937172,4998,,81,715,,2202,,,7,,,
1612937175,1612937175,,,,,43,,,43,,,,
1612937184,1612937184,,,,,,,,,,,,3619.6875
1612937194,1612937194,,2561.35,,,,,2281.75,,,2281.75,2281.75,
1612937202,1612937202,4968,,81,713,,2232,,,7,,,
1612937205,1612937205,,,,,42,,,42,,,,
1612937214,1612937214,,,,,,,,,,,,3609.5625
1612937224,1612937224,,2525.2875,,,,,2251.6875,,,2251.6875,2251.6875,
1612937232,1612937232,4938,,81,711,,2262,,,7,,,
1612937235,1612937235,,,,,45,,,45,,,,
1612937244,1612937244,,,,,,,,,,,,3599.4375
1612937254,1612937254,,2539.1625,,,,,2271.5625,,,2271.5625,2271.5625,
1612937262,1612937262,4907,,81,708,,2293,,,7,,,
1612937265,1612937265,,,,,45,,,45,,,,
1612937274,1612937274,,,,,,,,,,,,3584.25
1612937284,1612937284,,2553.8375,,,,,2292.4375,,,2292.4375,2292.4375,
1612937292,1612937292,4878,,81,706,,2322,,,7,,,
1612937295,1612937295,,,,,45,,,45,,,,
1612937304,1612937304,,,,,,,,,,,,3574.125
1612937314,1612937314,,2561.85,,,,,2306.25,,,2306.25,2306.25,
1612937322,1612937322,4848,,81,704,,2352,,,7,,,
1612937325,1612937325,,,,,47,,,47,,,,
1612937334,1612937334,,,,,,,,,,,,3564
1612937344,1612937344,,2575.725,,,,,2326.125,,,2326.125,2326.125,
1612937352,1612937352,4818,,81,702,,2382,,,7,,,
1612937355,1612937355,,,,,47,,,47,,,,
1612937364,1612937364,,,,,,,,,,,,3553.875
1612937374,1612937374,,2589.6,,,,,2346,,,2346,2346,
1612937382,1612937382,4788,,82,699,,2412,,,7,,,
1612937385,1612937385,,,,,50,,,50,,,,
1612937394,1612937394,,,,,,,,,,,,3582.375
1612937404,1612937404,,2603.475,,,,,2365.875,,,2365.875,2365.875,
1612937412,1612937412,4758,,82,697,,2442,,,7,,,
1612937415,1612937415,,,,,50,,,50,,,,
1612937424,1612937424,,,,,,,,,,,,3572.125
1612937434,1612937434,,2655.975,,,,,2424.375,,,2424.375,2424.375,
1612937442,1612937442,4728,,80,688,,2472,,,7,,,
1612937445,1612937445,,,,,50,,,50,,,,
1612937454,1612937454,,,,,,,,,,,,3440
1612937464,1612937464,,2669.725,,,,,2444.125,,,2444.125,2444.125,
1612937472,1612937472,4698,,80,685,,2502,,,7,,,
1612937475,1612937475,,,,,49,,,49,,,,
1612937484,1612937484,,,,,,,,,,,,3425
1612937494,1612937494,,2561.6,,,,,2342,,,2342,2342,
1612937502,1612937502,4668,,80,684,,2532,,,7,,,
1612937505,1612937505,,,,,53,,,53,,,,
1612937514,1612937514,,,,,,,,,,,,3420
1612937524,1612937524,,2570.6,,,,,2357,,,2357,2357,
1612937532,1612937532,4638,,80,681,,2562,,,7,,,
1612937535,1612937535,,,,,53,,,53,,,,
1612937544,1612937544,,,,,,,,,,,,3405
1612937554,1612937554,,2589.6,,,,,2382,,,2382,2382,
1612937562,1612937562,4607,,80,678,,2593,,,7,,,
1612937565,1612937565,,,,,57,,,57,,,,
1612937574,1612937574,,,,,,,,,,,,3390
1612937584,1612937584,,2599.4,,,,,2398,,,2398,2398,
1612937592,1612937592,4578,,80,677,,2622,,,7,,,
1612937595,1612937595,,,,,57,,,57,,,,
1612937604,1612937604,,,,,,,,,,,,3385
1612937614,1612937614,,2607.6,,,,,2412,,,2412,2412,
1612937622,1612937622,4548,,80,674,,2652,,,7,,,
1612937625,1612937625,,,,,57,,,57,,,,
1612937634,1612937634,,,,,,,,,,,,3370
1612937644,1612937644,,2626.6,,,,,2437,,,2437,2437,
1612937652,1612937652,4518,,80,671,,2682,,,7,,,
1612937655,1612937655,,,,,61,,,61,,,,
1612937664,1612937664,,,,,,,,,,,,3355
1612937674,1612937674,,2635.6,,,,,2452,,,2452,2452,
1612937682,1612937682,4488,,80,670,,2712,,,7,,,
1612937685,1612937685,,,,,61,,,61,,,,
1612937694,1612937694,,,,,,,,,,,,3350
1612937704,1612937704,,2644.6,,,,,2467,,,2467,2467,
1612937712,1612937712,4458,,80,667,,2742,,,7,,,
1612937715,1612937715,,,,,61,,,61,,,,
1612937724,1612937724,,,,,,,,,,,,3335
1612937734,1612937734,,2663.6,,,,,2492,,,2492,2492,
1612937742,1612937742,4428,,79,657,,2772,,,7,,,
1612937745,1612937745,,,,,66,,,66,,,,
1612937754,1612937754,,,,,,,,,,,,3243.9375
1612937764,1612937764,,2672.6,,,,,2507,,,2507,2507,
1612937772,1612937772,4398,,79,654,,2802,,,7,,,
1612937775,1612937775,,,,,66,,,66,,,,
1612937784,1612937784,,,,,,,,,,,,3229.125
1612937794,1612937794,,2605.5375,,,,,2445.9375,,,2445.9375,2445.9375,
1612937802,1612937802,4367,,79,651,,2833,,,7,,,
1612937805,1612937805,,,,,66,,,66,,,,
1612937814,1612937814,,,,,,,,,,,,3214.3125
1612937824,1612937824,,2615.525,,,,,2462.125,,,2462.125,2462.125,
1612937832,1612937832,4338,,79,650,,2862,,,7,,,
1612937835,1612937835,,,,,73,,,73,,,,
1612937844,1612937844,,,,,,,,,,,,3209.375
1612937854,1612937854,,2623.9125,,,,,2476.3125,,,2476.3125,2476.3125,
1612937862,1612937862,4308,,79,647,,2892,,,7,,,
1612937865,1612937865,,,,,72,,,72,,,,
1612937874,1612937874,,,,,,,,,,,,3194.5625
1612937884,1612937884,,2642.975,,,,,2501.375,,,2501.375,2501.375,
1612937892,1612937892,4278,,79,645,,2922,,,7,,,
1612937895,1612937895,,,,,81,,,81,,,,
1612937904,1612937904,,,,,,,,,,,,3184.6875
1612937914,1612937914,,2652.1625,,,,,2516.5625,,,2516.5625,2516.5625,
1612937922,1612937922,4248,,79,643,,2952,,,7,,,
1612937925,1612937925,,,,,81,,,81,,,,
1612937934,1612937934,,,,,,,,,,,,3174.8125
1612937944,1612937944,,2666.2875,,,,,2536.6875,,,2536.6875,2536.6875,
1612937952,1612937952,4218,,79,640,,2982,,,7,,,
1612937955,1612937955,,,,,80,,,80,,,,
1612937964,1612937964,,,,,,,,,,,,3160
1612937974,1612937974,,2680.4125,,,,,2556.8125,,,2556.8125,2556.8125,
1612937982,1612937982,4188,,79,639,,3012,,,7,,,
1612937985,1612937985,,,,,92,,,92,,,,
1612937994,1612937994,,,,,,,,,,,,3155.0625
1612938004,1612938004,,2689.6,,,,,2572,,,2572,2572,
1612938012,1612938012,4158,,77,627,,3042,,,7,,,
1612938015,1612938015,,,,,90,,,90,,,,
1612938024,1612938024,,,,,,,,,,,,3017.4375
1612938034,1612938034,,2708.6625,,,,,2597.0625,,,2597.0625,2597.0625,
1612938042,1612938042,4128,,78,625,,3072,,,7,,,
1612938045,1612938045,,,,,90,,,90,,,,
1612938054,1612938054,,,,,,,,,,,,3046.875
1612938064,1612938064,,2595.0375,,,,,2489.4375,,,2489.4375,2489.4375,
1612938072,1612938072,4098,,78,622,,3102,,,7,,,
1612938075,1612938075,,,,,104,,,104,,,,
1612938084,1612938084,,,,,,,,,,,,3032.25
1612938094,1612938094,,2648.475,,,,,2548.875,,,2548.875,2548.875,
1612938102,1612938102,4067,,78,620,,3133,,,7,,,
1612938105,1612938105,,,,,104,,,104,,,,
1612938114,1612938114,,,,,,,,,,,,3022.5
1612938124,1612938124,,2658.65,,,,,2565.25,,,2565.25,2565.25,
1612938132,1612938132,4037,,78,619,,3163,,,7,,,
1612938135,1612938135,,,,,124,,,124,,,,
1612938144,1612938144,,,,,,,,,,,,3017.625
1612938154,1612938154,,2672.9,,,,,2585.5,,,2585.5,2585.5,
1612938162,1612938162,4008,,78,615,,3192,,,7,,,
1612938165,1612938165,,,,,123,,,123,,,,
1612938174,1612938174,,,,,,,,,,,,2998.125
1612938184,1612938184,,2691.225,,,,,2609.625,,,2609.625,2609.625,
1612938192,1612938192,3978,,78,614,,3222,,,7,,,
1612938195,1612938195,,,,,123,,,123,,,,
1612938204,1612938204,,,,,,,,,,,,2993.25
1612938214,1612938214,,2695.725,,,,,2620.125,,,2620.125,2620.125,
1612938222,1612938222,3948,,78,612,,3252,,,7,,,
1612938225,1612938225,,,,,153,,,153,,,,
1612938234,1612938234,,,,,,,,,,,,2983.5
1612938244,1612938244,,2714.85,,,,,2645.25,,,2645.25,2645.25,
1612938252,1612938252,3918,,78,608,,3282,,,7,,,
1612938255,1612938255,,,,,152,,,152,,,,
1612938264,1612938264,,,,,,,,,,,,2964
1612938274,1612938274,,2729.1,,,,,2665.5,,,2665.5,2665.5,
1612938282,1612938282,3888,,78,607,,3312,,,7,,,
1612938285,1612938285,,,,,152,,,152,,,,
1612938294,1612938294,,,,,,,,,,,,2959.125
1612938304,1612938304,,2733.6,,,,,2676,,,2676,2676,
1612938312,1612938312,3858,,75,594,,3342,,,7,,,
1612938315,1612938315,,,,,198,,,198,,,,
1612938324,1612938324,,,,,,,,,,,,2784.375
1612938334,1612938334,,2752.725,,,,,2701.125,,,2701.125,2701.125,
1612938342,1612938342,3827,,75,591,,3373,,,7,,,
1612938345,1612938345,,,,,197,,,197,,,,
1612938354,1612938354,,,,,,,,,,,,2770.3125
1612938364,1612938364,,2602.775,,,,,2557.375,,,2557.375,2557.375,
1612938372,1612938372,3798,,75,589,,3402,,,7,,,
1612938375,1612938375,,,,,197,,,197,,,,
1612938384,1612938384,,,,,,,,,,,,2760.9375
1612938394,1612938394,,2611.9125,,,,,2572.3125,,,2572.3125,2572.3125,
1612938402,1612938402,3768,,75,587,,3432,,,7,,,
1612938405,1612938405,,,,,294,,,294,,,,
1612938414,1612938414,,,,,,,,,,,,2751.5625
1612938424,1612938424,,2626.5375,,,,,2592.9375,,,2592.9375,2592.9375,
1612938432,1612938432,3738,,75,584,,3462,,,7,,,
1612938435,1612938435,,,,,292,,,292,,,,
1612938444,1612938444,,,,,,,,,,,,2737.5
1612938454,1612938454,,2641.1625,,,,,2613.5625,,,2613.5625,2613.5625,
1612938462,1612938462,3707,,76,582,,3493,,,7,,,
1612938465,1612938465,,,,,582,,,582,,,,
1612938474,1612938474,,,,,,,,,,,,2764.5
1612938484,1612938484,,2651.9,,,,,2630.5,,,2630.5,2630.5,
1612938492,1612938492,3678,,76,579,,3522,,,7,,,
1612938495,1612938495,,,,,579,,,579,,,,
1612938504,1612938504,,,,,,,,,,,,2750.25
1612938514,1612938514,,2702.1,,,,,2686.5,,,2686.5,2686.5,
1612938522,1612938522,3648,,76,579,,3552,,,7,,,
1612938525,1612938525,,,,,579,,,579,,,,
1612938534,1612938534,,,,,,,,,,,,2750.25
1612938544,1612938544,,2711.85,,,,,2702.25,,,2702.25,2702.25,
1612938552,1612938552,3618,,74,565,,3582,,,7,,,
