Datetime,Datetime,RemainingSimulationTimeMetric,WillFinishTooSoonContext,ETPercentile,SimulationLeftNumber,MinimumCoresContext,SimulationElapsedTime,NotFinishedOnTime,MinimumCores,TotalCores,NotFinishedOnTimeContext,NotFinished,EstimatedRemainingTimeContext
1612938564,1612938564,,,,,,,,,,,,2613.125
1612938574,1612938574,,2735.85,,,,,2732.25,,,2732.25,2732.25,
1612938582,1612938582,3588,,74,561,,3612,,,7,,,
1612938594,1612938594,,,,,,,,,,,,2594.625
1612938604,1612938604,,2622.725,,,,,2625.125,,,2625.125,2625.125,
1612938612,1612938612,3558,,74,560,,3642,,,7,,,
1612938615,1612938615,,,,,-560,,,-560,,,,
1612938624,1612938624,,,,,,,,,,,,2590
1612938634,1612938634,,2628.225,,,,,2636.625,,,2636.625,2636.625,
1612938642,1612938642,3527,,74,558,,3673,,,7,,,
1612938645,1612938645,,,,,-558,,,-558,,,,
1612938654,1612938654,,,,,,,,,,,,2580.75
1612938664,1612938664,,2648.4,,,,,2663,,,2663,2663,
1612938672,1612938672,3498,,74,554,,3702,,,7,,,
1612938675,1612938675,,,,,-554,,,-554,,,,
1612938684,1612938684,,,,,,,,,,,,2562.25
1612938694,1612938694,,2662.35,,,,,2682.75,,,2682.75,2682.75,
1612938702,1612938702,3467,,74,553,,3733,,,7,,,
1612938705,1612938705,,,,,-276,,,-276,,,,
1612938714,1612938714,,,,,,,,,,,,2557.625
1612938724,1612938724,,2668.65,,,,,2695.25,,,2695.25,2695.25,
1612938732,1612938732,3437,,74,551,,3763,,,7,,,
1612938735,1612938735,,,,,-275,,,-275,,,,
1612938744,1612938744,,,,,,,,,,,,2548.375
1612938754,1612938754,,2688.025,,,,,2720.625,,,2720.625,2720.625,
1612938762,1612938762,3408,,74,548,,3792,,,7,,,
1612938765,1612938765,,,,,-182,,,-182,,,,
1612938774,1612938774,,,,,,,,,,,,2534.5
1612938784,1612938784,,2701.975,,,,,2740.375,,,2740.375,2740.375,
1612938792,1612938792,3378,,73,534,,3822,,,7,,,
1612938795,1612938795,,,,,-178,,,-178,,,,
1612938804,1612938804,,,,,,,,,,,,2436.375
1612938814,1612938814,,2712.1,,,,,2756.5,,,2756.5,2756.5,
1612938822,1612938822,3348,,73,532,,3852,,,7,,,
1612938825,1612938825,,,,,-133,,,-133,,,,
1612938834,1612938834,,,,,,,,,,,,2427.25
1612938844,1612938844,,2637.975,,,,,2688.375,,,2688.375,2688.375,
1612938852,1612938852,3318,,73,529,,3882,,,7,,,
1612938855,1612938855,,,,,-132,,,-132,,,,
1612938864,1612938864,,,,,,,,,,,,2413.5625
1612938874,1612938874,,2652.85,,,,,2709.25,,,2709.25,2709.25,
1612938882,1612938882,3288,,73,527,,3912,,,7,,,
1612938885,1612938885,,,,,-131,,,-131,,,,
1612938894,1612938894,,,,,,,,,,,,2404.4375
1612938904,1612938904,,2663.1625,,,,,2725.5625,,,2725.5625,2725.5625,
1612938912,1612938912,3257,,73,525,,3943,,,7,,,
1612938915,1612938915,,,,,-105,,,-105,,,,
1612938924,1612938924,,,,,,,,,,,,2395.3125
1612938934,1612938934,,2678.8375,,,,,2747.4375,,,2747.4375,2747.4375,
1612938942,1612938942,3228,,73,522,,3972,,,7,,,
1612938945,1612938945,,,,,-104,,,-104,,,,
1612938954,1612938954,,,,,,,,,,,,2381.625
1612938964,1612938964,,2692.9125,,,,,2767.3125,,,2767.3125,2767.3125,
1612938972,1612938972,3198,,73,520,,4002,,,7,,,
1612938975,1612938975,,,,,-86,,,-86,,,,
1612938984,1612938984,,,,,,,,,,,,2372.5
1612938994,1612938994,,2703.225,,,,,2783.625,,,2783.625,2783.625,
1612939002,1612939002,3168,,74,518,,4032,,,7,,,
1612939005,1612939005,,,,,-86,,,-86,,,,
1612939014,1612939014,,,,,,,,,,,,2395.75
1612939024,1612939024,,2718.1,,,,,2804.5,,,2804.5,2804.5,
1612939032,1612939032,3137,,71,502,,4063,,,7,,,
1612939035,1612939035,,,,,-71,,,-71,,,,
1612939044,1612939044,,,,,,,,,,,,2227.625
1612939054,1612939054,,2766.15,,,,,2858.75,,,2858.75,2858.75,
1612939062,1612939062,3108,,71,500,,4092,,,7,,,
1612939065,1612939065,,,,,-71,,,-71,,,,
1612939074,1612939074,,,,,,,,,,,,2218.75
1612939084,1612939084,,2621.225,,,,,2719.625,,,2719.625,2719.625,
1612939092,1612939092,3078,,71,498,,4122,,,7,,,
1612939095,1612939095,,,,,-71,,,-71,,,,
1612939104,1612939104,,,,,,,,,,,,2209.875
1612939114,1612939114,,2636.35,,,,,2740.75,,,2740.75,2740.75,
1612939122,1612939122,3047,,71,496,,4153,,,7,,,
1612939125,1612939125,,,,,-62,,,-62,,,,
1612939134,1612939134,,,,,,,,,,,,2201
1612939144,1612939144,,2652.275,,,,,2762.875,,,2762.875,2762.875,
1612939152,1612939152,3017,,71,493,,4183,,,7,,,
1612939155,1612939155,,,,,-61,,,-61,,,,
1612939164,1612939164,,,,,,,,,,,,2187.6875
1612939174,1612939174,,2667.4,,,,,2784,,,2784,2784,
1612939182,1612939182,2988,,71,491,,4212,,,7,,,
1612939185,1612939185,,,,,-54,,,-54,,,,
1612939194,1612939194,,,,,,,,,,,,2178.8125
1612939204,1612939204,,2677.2875,,,,,2799.6875,,,2799.6875,2799.6875,
1612939212,1612939212,2958,,71,489,,4242,,,7,,,
1612939215,1612939215,,,,,-54,,,-54,,,,
1612939224,1612939224,,,,,,,,,,,,2169.9375
1612939234,1612939234,,2692.4125,,,,,2820.8125,,,2820.8125,2820.8125,
1612939242,1612939242,2928,,71,487,,4272,,,7,,,
1612939245,1612939245,,,,,-48,,,-48,,,,
1612939254,1612939254,,,,,,,,,,,,2161.0625
1612939264,1612939264,,2707.5375,,,,,2841.9375,,,2841.9375,2841.9375,
1612939272,1612939272,2897,,69,470,,4303,,,7,,,
1612939275,1612939275,,,,,-47,,,-47,,,,
1612939284,1612939284,,,,,,,,,,,,2026.875
1612939294,1612939294,,2723.4625,,,,,2864.0625,,,2864.0625,2864.0625,
1612939302,1612939302,2868,,69,468,,4332,,,7,,,
1612939305,1612939305,,,,,-42,,,-42,,,,
1612939314,1612939314,,,,,,,,,,,,2018.25
1612939324,1612939324,,2612.475,,,,,2758.875,,,2758.875,2758.875,
1612939332,1612939332,2837,,69,465,,4363,,,7,,,
1612939335,1612939335,,,,,-42,,,-42,,,,
1612939344,1612939344,,,,,,,,,,,,2005.3125
1612939354,1612939354,,2628.65,,,,,2781.25,,,2781.25,2781.25,
1612939362,1612939362,2808,,69,463,,4392,,,7,,,
1612939365,1612939365,,,,,-38,,,-38,,,,
1612939374,1612939374,,,,,,,,,,,,1996.6875
1612939384,1612939384,,2638.9125,,,,,2797.3125,,,2797.3125,2797.3125,
1612939392,1612939392,2778,,69,462,,4422,,,7,,,
1612939395,1612939395,,,,,-38,,,-38,,,,
1612939404,1612939404,,,,,,,,,,,,1992.375
1612939414,1612939414,,2654.2875,,,,,2818.6875,,,2818.6875,2818.6875,
1612939422,1612939422,2748,,69,459,,4452,,,7,,,
1612939425,1612939425,,,,,-38,,,-38,,,,
1612939434,1612939434,,,,,,,,,,,,1979.4375
1612939444,1612939444,,2673.975,,,,,2844.375,,,2844.375,2844.375,
1612939452,1612939452,2718,,70,457,,4482,,,7,,,
1612939455,1612939455,,,,,-35,,,-35,,,,
1612939464,1612939464,,,,,,,,,,,,1999.375
1612939474,1612939474,,2685.0375,,,,,2861.4375,,,2861.4375,2861.4375,
1612939482,1612939482,2687,,68,441,,4513,,,7,,,
1612939485,1612939485,,,,,-33,,,-33,,,,
1612939494,1612939494,,,,,,,,,,,,1874.25
1612939504,1612939504,,2729.775,,,,,2912.375,,,2912.375,2912.375,
1612939512,1612939512,2658,,68,437,,4542,,,7,,,
1612939515,1612939515,,,,,-31,,,-31,,,,
1612939524,1612939524,,,,,,,,,,,,1857.25
1612939534,1612939534,,2627.85,,,,,2816.25,,,2816.25,2816.25,
1612939542,1612939542,2628,,68,434,,4572,,,7,,,
1612939545,1612939545,,,,,-31,,,-31,,,,
1612939554,1612939554,,,,,,,,,,,,1844.5
1612939564,1612939564,,2634.85,,,,,2829.25,,,2829.25,2829.25,
1612939572,1612939572,2598,,68,434,,4602,,,7,,,
1612939575,1612939575,,,,,-28,,,-28,,,,
1612939584,1612939584,,,,,,,,,,,,1844.5
1612939594,1612939594,,2646.1,,,,,2846.5,,,2846.5,2846.5,
1612939602,1612939602,2568,,68,430,,4632,,,7,,,
1612939605,1612939605,,,,,-28,,,-28,,,,
1612939614,1612939614,,,,,,,,,,,,1827.5
1612939624,1612939624,,2670.1,,,,,2876.5,,,2876.5,2876.5,
1612939632,1612939632,2538,,68,427,,4662,,,7,,,
1612939635,1612939635,,,,,-26,,,-26,,,,
1612939644,1612939644,,,,,,,,,,,,1814.75
1612939654,1612939654,,2677.1,,,,,2889.5,,,2889.5,2889.5,
1612939662,1612939662,2508,,68,427,,4692,,,7,,,
1612939665,1612939665,,,,,-26,,,-26,,,,
1612939674,1612939674,,,,,,,,,,,,1814.75
1612939684,1612939684,,2688.35,,,,,2906.75,,,2906.75,2906.75,
1612939692,1612939692,2478,,67,407,,4722,,,7,,,
1612939695,1612939695,,,,,-23,,,-23,,,,
1612939704,1612939704,,,,,,,,,,,,1704.3125
1612939714,1612939714,,2712.35,,,,,2936.75,,,2936.75,2936.75,
1612939722,1612939722,2448,,67,405,,4752,,,7,,,
1612939725,1612939725,,,,,-23,,,-23,,,,
1612939734,1612939734,,,,,,,,,,,,1695.9375
1612939744,1612939744,,2625.9125,,,,,2856.3125,,,2856.3125,2856.3125,
1612939752,1612939752,2417,,67,403,,4783,,,7,,,
1612939755,1612939755,,,,,-22,,,-22,,,,
1612939764,1612939764,,,,,,,,,,,,1687.5625
1612939774,1612939774,,2642.3375,,,,,2878.9375,,,2878.9375,2878.9375,
1612939782,1612939782,2388,,66,402,,4812,,,7,,,
1612939785,1612939785,,,,,-22,,,-22,,,,
1612939794,1612939794,,,,,,,,,,,,1658.25
1612939804,1612939804,,2657.1625,,,,,2899.5625,,,2899.5625,2899.5625,
1612939812,1612939812,2358,,67,398,,4842,,,7,,,
1612939815,1612939815,,,,,-20,,,-20,,,,
1612939824,1612939824,,,,,,,,,,,,1666.625
1612939834,1612939834,,2651.85,,,,,2900.25,,,2900.25,2900.25,
1612939842,1612939842,2328,,66,379,,4872,,,7,,,
1612939845,1612939845,,,,,-19,,,-19,,,,
1612939854,1612939854,,,,,,,,,,,,1563.375
1612939864,1612939864,,2684.225,,,,,2938.625,,,2938.625,2938.625,
1612939872,1612939872,2297,,66,379,,4903,,,7,,,
1612939875,1612939875,,,,,-18,,,-18,,,,
1612939884,1612939884,,,,,,,,,,,,1563.375
1612939894,1612939894,,2605.775,,,,,2866.375,,,2866.375,2866.375,
1612939902,1612939902,2268,,66,374,,4932,,,7,,,
1612939905,1612939905,,,,,-18,,,-18,,,,
1612939914,1612939914,,,,,,,,,,,,1542.75
1612939924,1612939924,,2628.975,,,,,2895.375,,,2895.375,2895.375,
1612939932,1612939932,2238,,66,372,,4962,,,7,,,
1612939935,1612939935,,,,,-17,,,-17,,,,
1612939944,1612939944,,,,,,,,,,,,1534.5
1612939954,1612939954,,2632.35,,,,,2904.75,,,2904.75,2904.75,
1612939962,1612939962,2208,,66,372,,4992,,,7,,,
1612939965,1612939965,,,,,-17,,,-17,,,,
1612939974,1612939974,,,,,,,,,,,,1534.5
1612939984,1612939984,,2648.1,,,,,2926.5,,,2926.5,2926.5,
1612939992,1612939992,2178,,66,367,,5022,,,7,,,
1612939995,1612939995,,,,,-16,,,-16,,,,
1612940004,1612940004,,,,,,,,,,,,1513.875
1612940014,1612940014,,2672.1,,,,,2956.5,,,2956.5,2956.5,
1612940022,1612940022,2148,,64,348,,5052,,,7,,,
1612940025,1612940025,,,,,-15,,,-15,,,,
1612940034,1612940034,,,,,,,,,,,,1392
1612940044,1612940044,,2675.475,,,,,2965.875,,,2965.875,2965.875,
1612940052,1612940052,2117,,64,347,,5083,,,7,,,
1612940055,1612940055,,,,,-15,,,-15,,,,
1612940064,1612940064,,,,,,,,,,,,1388
1612940074,1612940074,,2578.4,,,,,2875,,,2875,2875,
1612940082,1612940082,2088,,65,342,,5112,,,7,,,
1612940085,1612940085,,,,,-14,,,-14,,,,
1612940094,1612940094,,,,,,,,,,,,1389.375
1612940104,1612940104,,2597.6,,,,,2900,,,2900,2900,
1612940112,1612940112,2058,,65,341,,5142,,,7,,,
1612940115,1612940115,,,,,-14,,,-14,,,,
1612940124,1612940124,,,,,,,,,,,,1385.3125
1612940134,1612940134,,2622.975,,,,,2931.375,,,2931.375,2931.375,
1612940142,1612940142,2027,,65,339,,5173,,,7,,,
1612940145,1612940145,,,,,-14,,,-14,,,,
1612940154,1612940154,,,,,,,,,,,,1377.1875
1612940164,1612940164,,2643.7125,,,,,2958.3125,,,2958.3125,2958.3125,
1612940172,1612940172,1997,,65,338,,5203,,,7,,,
1612940175,1612940175,,,,,-13,,,-13,,,,
1612940184,1612940184,,,,,,,,,,,,1373.125
1612940194,1612940194,,2659.5875,,,,,2980.1875,,,2980.1875,2980.1875,
1612940202,1612940202,1968,,62,315,,5232,,,7,,,
1612940205,1612940205,,,,,-12,,,-12,,,,
1612940214,1612940214,,,,,,,,,,,,1220.625
1612940224,1612940224,,2678.725,,,,,3005.125,,,3005.125,3005.125,
1612940232,1612940232,1938,,63,312,,5262,,,7,,,
1612940235,1612940235,,,,,-12,,,-12,,,,
1612940244,1612940244,,,,,,,,,,,,1228.5
1612940254,1612940254,,2550.225,,,,,2882.625,,,2882.625,2882.625,
1612940262,1612940262,1908,,63,311,,5292,,,7,,,
1612940265,1612940265,,,,,-11,,,-11,,,,
1612940274,1612940274,,,,,,,,,,,,1224.5625
1612940284,1612940284,,2582.1,,,,,2920.5,,,2920.5,2920.5,
1612940292,1612940292,1878,,63,308,,5322,,,7,,,
1612940295,1612940295,,,,,-11,,,-11,,,,
1612940304,1612940304,,,,,,,,,,,,1212.75
1612940314,1612940314,,2602.1625,,,,,2946.5625,,,2946.5625,2946.5625,
1612940322,1612940322,1848,,62,285,,5352,,,7,,,
1612940325,1612940325,,,,,-10,,,-10,,,,
1612940334,1612940334,,,,,,,,,,,,1104.375
1612940344,1612940344,,2614.35,,,,,2964.75,,,2964.75,2964.75,
1612940352,1612940352,1818,,62,285,,5382,,,7,,,
1612940355,1612940355,,,,,-9,,,-9,,,,
1612940364,1612940364,,,,,,,,,,,,1104.375
1612940374,1612940374,,2529.975,,,,,2886.375,,,2886.375,2886.375,
1612940382,1612940382,1787,,62,280,,5413,,,7,,,
1612940385,1612940385,,,,,-9,,,-9,,,,
1612940394,1612940394,,,,,,,,,,,,1085
1612940404,1612940404,,2554.775,,,,,2917.375,,,2917.375,2917.375,
1612940412,1612940412,1758,,62,279,,5442,,,7,,,
1612940415,1612940415,,,,,-9,,,-9,,,,
1612940424,1612940424,,,,,,,,,,,,1081.125
1612940434,1612940434,,2558.6,,,,,2927,,,2927,2927,
1612940442,1612940442,1727,,62,278,,5473,,,7,,,
1612940445,1612940445,,,,,-9,,,-9,,,,
1612940454,1612940454,,,,,,,,,,,,1077.25
1612940464,1612940464,,2579.525,,,,,2954.125,,,2954.125,2954.125,
1612940472,1612940472,1697,,60,255,,5503,,,7,,,
1612940475,1612940475,,,,,-7,,,-7,,,,
1612940484,1612940484,,,,,,,,,,,,956.25
1612940494,1612940494,,2599.65,,,,,2980.25,,,2980.25,2980.25,
1612940502,1612940502,1667,,60,251,,5533,,,7,,,
1612940505,1612940505,,,,,-7,,,-7,,,,
1612940514,1612940514,,,,,,,,,,,,941.25
1612940524,1612940524,,2502.65,,,,,2889.25,,,2889.25,2889.25,
1612940532,1612940532,1638,,61,249,,5562,,,7,,,
1612940535,1612940535,,,,,-7,,,-7,,,,
1612940544,1612940544,,,,,,,,,,,,949.3125
1612940554,1612940554,,2510.85,,,,,2903.25,,,2903.25,2903.25,
1612940562,1612940562,1608,,61,248,,5592,,,7,,,
1612940565,1612940565,,,,,-7,,,-7,,,,
1612940574,1612940574,,,,,,,,,,,,945.5
1612940584,1612940584,,2542.9125,,,,,2941.3125,,,2941.3125,2941.3125,
1612940592,1612940592,1578,,59,222,,5622,,,7,,,
1612940595,1612940595,,,,,-6,,,-6,,,,
1612940604,1612940604,,,,,,,,,,,,818.625
1612940614,1612940614,,2563.1,,,,,2967.5,,,2967.5,2967.5,
1612940622,1612940622,1547,,59,220,,5653,,,7,,,
1612940625,1612940625,,,,,-6,,,-6,,,,
1612940634,1612940634,,,,,,,,,,,,811.25
1612940644,1612940644,,2461.025,,,,,2871.625,,,2871.625,2871.625,
1612940652,1612940652,1517,,59,218,,5683,,,7,,,
1612940655,1612940655,,,,,-6,,,-6,,,,
1612940664,1612940664,,,,,,,,,,,,803.875
1612940674,1612940674,,2477.65,,,,,2894.25,,,2894.25,2894.25,
1612940682,1612940682,1487,,59,214,,5713,,,7,,,
1612940685,1612940685,,,,,-5,,,-5,,,,
1612940694,1612940694,,,,,,,,,,,,789.125
1612940704,1612940704,,2494.275,,,,,2916.875,,,2916.875,2916.875,
1612940712,1612940712,1457,,57,190,,5743,,,7,,,
1612940715,1612940715,,,,,-5,,,-5,,,,
1612940724,1612940724,,,,,,,,,,,,676.875
1612940734,1612940734,,2503.525,,,,,2932.125,,,2932.125,2932.125,
1612940742,1612940742,1428,,57,188,,5772,,,7,,,
1612940745,1612940745,,,,,-4,,,-4,,,,
1612940754,1612940754,,,,,,,,,,,,669.75
1612940764,1612940764,,2414.475,,,,,2848.875,,,2848.875,2848.875,
1612940772,1612940772,1398,,55,162,,5802,,,7,,,
1612940775,1612940775,,,,,-4,,,-4,,,,
1612940784,1612940784,,,,,,,,,,,,556.875
1612940794,1612940794,,2431.35,,,,,2871.75,,,2871.75,2871.75,
1612940802,1612940802,1368,,55,160,,5832,,,7,,,
1612940805,1612940805,,,,,-3,,,-3,,,,
1612940814,1612940814,,,,,,,,,,,,550
1612940824,1612940824,,2342.475,,,,,2788.875,,,2788.875,2788.875,
1612940832,1612940832,1338,,55,157,,5862,,,7,,,
1612940835,1612940835,,,,,-3,,,-3,,,,
1612940844,1612940844,,,,,,,,,,,,539.6875
1612940854,1612940854,,2359.6,,,,,2812,,,2812,2812,
1612940862,1612940862,1308,,54,130,,5892,,,7,,,
1612940865,1612940865,,,,,-3,,,-3,,,,
1612940874,1612940874,,,,,,,,,,,,438.75
1612940884,1612940884,,2373.2875,,,,,2831.6875,,,2831.6875,2831.6875,
1612940892,1612940892,1278,,54,127,,5922,,,7,,,
1612940895,1612940895,,,,,-2,,,-2,,,,
1612940904,1612940904,,,,,,,,,,,,428.625
1612940914,1612940914,,2296.35,,,,,2760.75,,,2760.75,2760.75,
1612940922,1612940922,1248,,53,98,,5952,,,7,,,
1612940925,1612940925,,,,,-2,,,-2,,,,
1612940934,1612940934,,,,,,,,,,,,324.625
1612940944,1612940944,,2310.225,,,,,2780.625,,,2780.625,2780.625,
1612940952,1612940952,1217,,53,97,,5983,,,7,,,
1612940955,1612940955,,,,,-2,,,-2,,,,
1612940964,1612940964,,,,,,,,,,,,321.3125
1612940974,1612940974,,2231.025,,,,,2707.625,,,2707.625,2707.625,
1612940982,1612940982,1188,,51,38,,6012,,,7,,,
1612940985,1612940985,,,,,0,,,0,,,,
1612940994,1612940994,,,,,,,,,,,,121.125
1612941004,1612941004,,2250.9125,,,,,2733.3125,,,2733.3125,2733.3125,
1612941012,1612941012,1158,,52,36,,6042,,,7,,,
1612941015,1612941015,,,,,0,,,0,,,,
1612941024,1612941024,,,,,,,,,,,,117
1612941034,1612941034,,2074.725,,,,,2563.125,,,2563.125,2563.125,
1612941042,1612941042,1128,,50,5,,6072,,,7,,,
1612941045,1612941045,,,,,0,,,0,,,,
1612941054,1612941054,,,,,,,,,,,,15.625
1612941064,1612941064,,2094.6,,,,,2589,,,2589,2589,
1612941072,1612941072,1098,,50,1,,6102,,,7,,,
1612941075,1612941075,,,,,0,,,0,,,,
1612941084,1612941084,,,,,,,,,,,,3.125
1612941094,1612941094,,2017.225,,,,,2517.625,,,2517.625,2517.625,
1612941102,1612941102,1067,,50,0,,6133,,,7,,,
1612941105,1612941105,,,,,0,,,0,,,,
1612941114,1612941114,,,,,,,,,,,,0
1612941124,1612941124,,2029.525,,,,,2536.125,,,2536.125,2536.125,
1612941135,1612941135,,,,,0,,,0,,,,
1612941154,1612941154,,2026.4,,,,,2533,,,2533,2533,
