Datetime,Datetime,RemainingSimulationTimeMetric,WillFinishTooSoonContext,ETPercentile,SimulationLeftNumber,MinimumCoresContext,SimulationElapsedTime,NotFinishedOnTime,MinimumCores,TotalCores,NotFinishedOnTimeContext,NotFinished,EstimatedRemainingTimeContext
1613654030,1613654030,,,,,-25,,,-25,,,,
1613654039,1613654039,,,,,,,,,,,,710.625
1613654049,1613654049,,1473.8875,,,,,1652.6875,,,1652.6875,1652.6875,
1613654057,1613654057,2676,,60,376,,4524,,,7,,,
1613654060,1613654060,,,,,-25,,,-25,,,,
1613654069,1613654069,,,,,,,,,,,,705
1613654079,1613654079,,1449.825,,,,,1634.625,,,1634.625,1634.625,
1613654087,1613654087,2646,,60,372,,4554,,,7,,,
1613654090,1613654090,,,,,-23,,,-23,,,,
1613654099,1613654099,,,,,,,,,,,,697.5
1613654109,1613654109,,1468.2,,,,,1659,,,1659,1659,
1613654117,1613654117,2616,,60,372,,4584,,,7,,,
1613654120,1613654120,,,,,-23,,,-23,,,,
1613654129,1613654129,,,,,,,,,,,,697.5
1613654139,1613654139,,1484.7,,,,,1681.5,,,1681.5,1681.5,
1613654147,1613654147,2586,,60,369,,4614,,,7,,,
1613654150,1613654150,,,,,-21,,,-21,,,,
1613654159,1613654159,,,,,,,,,,,,691.875
1613654169,1613654169,,1508.7,,,,,1711.5,,,1711.5,1711.5,
1613654177,1613654177,2556,,59,347,,4644,,,7,,,
1613654180,1613654180,,,,,-19,,,-19,,,,
1613654189,1613654189,,,,,,,,,,,,639.78125
1613654199,1613654199,,1527.075,,,,,1735.875,,,1735.875,1735.875,
1613654207,1613654207,2526,,59,346,,4674,,,7,,,
1613654210,1613654210,,,,,-19,,,-19,,,,
1613654219,1613654219,,,,,,,,,,,,637.9375
1613654229,1613654229,,1498.98125,,,,,1713.78125,,,1713.78125,1713.78125,
1613654237,1613654237,2496,,59,343,,4704,,,7,,,
1613654240,1613654240,,,,,-18,,,-18,,,,
1613654249,1613654249,,,,,,,,,,,,632.40625
1613654259,1613654259,,1521.1375,,,,,1741.9375,,,1741.9375,1741.9375,
1613654267,1613654267,2466,,59,340,,4734,,,7,,,
1613654270,1613654270,,,,,-17,,,-17,,,,
1613654279,1613654279,,,,,,,,,,,,626.875
1613654289,1613654289,,1539.60625,,,,,1766.40625,,,1766.40625,1766.40625,
1613654297,1613654297,2436,,59,339,,4764,,,7,,,
1613654300,1613654300,,,,,-16,,,-16,,,,
1613654309,1613654309,,,,,,,,,,,,625.03125
1613654319,1613654319,,1558.075,,,,,1790.875,,,1790.875,1790.875,
1613654327,1613654327,2406,,58,317,,4794,,,7,,,
1613654330,1613654330,,,,,-15,,,-15,,,,
1613654339,1613654339,,,,,,,,,,,,574.5625
1613654349,1613654349,,1580.23125,,,,,1819.03125,,,1819.03125,1819.03125,
1613654357,1613654357,2376,,58,314,,4824,,,7,,,
1613654360,1613654360,,,,,-14,,,-14,,,,
1613654369,1613654369,,,,,,,,,,,,569.125
1613654379,1613654379,,1553.7625,,,,,1798.5625,,,1798.5625,1798.5625,
1613654387,1613654387,2346,,58,310,,4854,,,7,,,
1613654390,1613654390,,,,,-14,,,-14,,,,
1613654399,1613654399,,,,,,,,,,,,561.875
1613654409,1613654409,,1572.325,,,,,1823.125,,,1823.125,1823.125,
1613654417,1613654417,2316,,58,310,,4884,,,7,,,
1613654420,1613654420,,,,,-14,,,-14,,,,
1613654429,1613654429,,,,,,,,,,,,561.875
1613654439,1613654439,,1589.075,,,,,1845.875,,,1845.875,1845.875,
1613654447,1613654447,2286,,58,307,,4914,,,7,,,
1613654450,1613654450,,,,,-13,,,-13,,,,
1613654459,1613654459,,,,,,,,,,,,556.4375
1613654469,1613654469,,1613.075,,,,,1875.875,,,1875.875,1875.875,
1613654477,1613654477,2256,,57,283,,4944,,,7,,,
1613654480,1613654480,,,,,-11,,,-11,,,,
1613654489,1613654489,,,,,,,,,,,,504.09375
1613654499,1613654499,,1631.6375,,,,,1900.4375,,,1900.4375,1900.4375,
1613654507,1613654507,2226,,56,281,,4974,,,7,,,
1613654510,1613654510,,,,,-11,,,-11,,,,
1613654519,1613654519,,,,,,,,,,,,491.75
1613654529,1613654529,,1603.29375,,,,,1878.09375,,,1878.09375,1878.09375,
1613654537,1613654537,2196,,57,279,,5004,,,7,,,
1613654540,1613654540,,,,,-11,,,-11,,,,
1613654549,1613654549,,,,,,,,,,,,496.96875
1613654559,1613654559,,1614.95,,,,,1895.75,,,1895.75,1895.75,
1613654567,1613654567,2166,,55,255,,5034,,,7,,,
1613654570,1613654570,,,,,-9,,,-9,,,,
1613654579,1613654579,,,,,,,,,,,,438.28125
1613654589,1613654589,,1644.16875,,,,,1930.96875,,,1930.96875,1930.96875,
1613654597,1613654597,2136,,55,253,,5064,,,7,,,
1613654600,1613654600,,,,,-9,,,-9,,,,
1613654609,1613654609,,,,,,,,,,,,434.84375
1613654619,1613654619,,1609.48125,,,,,1902.28125,,,1902.28125,1902.28125,
1613654627,1613654627,2106,,55,249,,5094,,,7,,,
1613654630,1613654630,,,,,-9,,,-9,,,,
1613654639,1613654639,,,,,,,,,,,,427.96875
1613654649,1613654649,,1630.04375,,,,,1928.84375,,,1928.84375,1928.84375,
1613654657,1613654657,2076,,55,248,,5124,,,7,,,
1613654660,1613654660,,,,,-8,,,-8,,,,
1613654669,1613654669,,,,,,,,,,,,426.25
1613654679,1613654679,,1647.16875,,,,,1951.96875,,,1951.96875,1951.96875,
1613654687,1613654687,2046,,53,224,,5154,,,7,,,
1613654690,1613654690,,,,,-7,,,-7,,,,
1613654699,1613654699,,,,,,,,,,,,371
1613654709,1613654709,,1669.45,,,,,1980.25,,,1980.25,1980.25,
1613654717,1613654717,2016,,53,220,,5184,,,7,,,
1613654720,1613654720,,,,,-7,,,-7,,,,
1613654729,1613654729,,,,,,,,,,,,364.375
1613654739,1613654739,,1638.2,,,,,1955,,,1955,1955,
1613654747,1613654747,1986,,53,218,,5214,,,7,,,
1613654750,1613654750,,,,,-7,,,-7,,,,
1613654759,1613654759,,,,,,,,,,,,361.0625
1613654769,1613654769,,1655.575,,,,,1978.375,,,1978.375,1978.375,
1613654777,1613654777,1956,,53,217,,5244,,,7,,,
1613654780,1613654780,,,,,-7,,,-7,,,,
1613654789,1613654789,,,,,,,,,,,,359.40625
1613654799,1613654799,,1676.2625,,,,,2005.0625,,,2005.0625,2005.0625,
1613654807,1613654807,1926,,53,189,,5274,,,7,,,
1613654810,1613654810,,,,,-5,,,-5,,,,
1613654819,1613654819,,,,,,,,,,,,313.03125
1613654829,1613654829,,1698.60625,,,,,2033.40625,,,2033.40625,2033.40625,
1613654837,1613654837,1896,,51,162,,5304,,,7,,,
1613654840,1613654840,,,,,-4,,,-4,,,,
1613654849,1613654849,,,,,,,,,,,,258.1875
1613654859,1613654859,,1676.23125,,,,,2017.03125,,,2017.03125,2017.03125,
1613654867,1613654867,1866,,51,162,,5334,,,7,,,
1613654870,1613654870,,,,,-4,,,-4,,,,
1613654879,1613654879,,,,,,,,,,,,258.1875
1613654889,1613654889,,1645.3875,,,,,1992.1875,,,1992.1875,1992.1875,
1613654897,1613654897,1836,,51,157,,5364,,,7,,,
1613654900,1613654900,,,,,-4,,,-4,,,,
1613654909,1613654909,,,,,,,,,,,,250.21875
1613654919,1613654919,,1669.3875,,,,,2022.1875,,,2022.1875,2022.1875,
1613654927,1613654927,1806,,50,131,,5394,,,7,,,
1613654930,1613654930,,,,,-3,,,-3,,,,
1613654939,1613654939,,,,,,,,,,,,204.6875
1613654949,1613654949,,1685.41875,,,,,2044.21875,,,2044.21875,2044.21875,
1613654957,1613654957,1776,,51,129,,5424,,,7,,,
1613654960,1613654960,,,,,-3,,,-3,,,,
1613654969,1613654969,,,,,,,,,,,,205.59375
1613654979,1613654979,,1663.8875,,,,,2028.6875,,,2028.6875,2028.6875,
1613654987,1613654987,1746,,49,98,,5454,,,7,,,
1613654990,1613654990,,,,,-2,,,-2,,,,
1613654999,1613654999,,,,,,,,,,,,150.0625
1613655009,1613655009,,1688.79375,,,,,2059.59375,,,2059.59375,2059.59375,
1613655017,1613655017,1716,,47,69,,5484,,,7,,,
1613655020,1613655020,,,,,-1,,,-1,,,,
1613655029,1613655029,,,,,,,,,,,,101.34375
1613655039,1613655039,,1657.2625,,,,,2034.0625,,,2034.0625,2034.0625,
1613655047,1613655047,1686,,47,61,,5514,,,7,,,
1613655050,1613655050,,,,,-1,,,-1,,,,
1613655059,1613655059,,,,,,,,,,,,89.59375
1613655069,1613655069,,1632.54375,,,,,2015.34375,,,2015.34375,2015.34375,
1613655077,1613655077,1656,,45,6,,5544,,,7,,,
1613655080,1613655080,,,,,0,,,0,,,,
1613655089,1613655089,,,,,,,,,,,,8.4375
1613655099,1613655099,,1644.79375,,,,,2033.59375,,,2033.59375,2033.59375,
1613655107,1613655107,1626,,45,4,,5574,,,7,,,
1613655110,1613655110,,,,,0,,,0,,,,
1613655119,1613655119,,,,,,,,,,,,5.625
1613655129,1613655129,,1587.6375,,,,,1982.4375,,,1982.4375,1982.4375,
1613655137,1613655137,1596,,45,0,,5604,,,7,,,
1613655140,1613655140,,,,,0,,,0,,,,
1613655149,1613655149,,,,,,,,,,,,0
1613655159,1613655159,,1608.825,,,,,2009.625,,,2009.625,2009.625,
1613655170,1613655170,,,,,0,,,0,,,,
1613655189,1613655189,,1603.2,,,,,2004,,,2004,2004,
